biotipológico	tipológico
libertinagem	libidinosidade
pífaro	pífano
desraigado	extirpado
traspassador	traspassante
bebericador	beberricador
confrangido	torturado
diamba	dirijo
arranque	saída
diversificar	sortir
cotovelo	curva
intacto	intato
umidade	zimbro
recostar-se	reclinar-se
recém-finado	recém-morto
arraial	verbena
ambicionar	ansiar
postergar	sotopor
átlas	álbum
açambarcagem	açambarque
senilidade	debilidade
inteiração	completamento
aeragem	arejo
praça	reduto
estimulação	excitamento
inválido	nulo
despender	empregar
aprisionado	preso
paramentar	vestir
desvanecer	varrer
mercadoria	veniaga
agatunhado	furtado
pseudoscorpião	queloneto
envasilhamento	envasadura
facada	picada
encarapitar-se	engrimponar-se
porto	retirada
geotérmico	geotermal
palhoça	palhal
atacador	ataca
formar	nutrir
repavimentar	recapear
distorcer	envenenar
recomposição	reposição
incumbir-se	encarregar-se
sinistrismo	canhotismo
sobrechegar	suceder
pedacinho	tudo-nada
agateado	gateado
deambular	perambular
agadanhar-se	arranhar-se
ceróforo	cerífico
facultoso	opulento
granjeio	vindima
manejo	manuseamento
aproamento	direcionamento
estipulante	estipulador
heterodoxo	herético
achatar-se	agachar-se
cremado	incinerado
tigela	malga
engatar	engrenar
terrado	varanda
entusiasmo	gás
termal	térmico
ministério	ofício
encambichado	enrabichado
empenhado	endividado
grisisco	ruço
beliscão	belisco
debilitação	enfraquecimento
rugente	rugiente
esquadrinhável	escoldrinhável
repetidamente	amiúde
enxaguada	enxaguadela
sonetear	sonetar
defunto	deslembrado
requinte	supra-sumo
desaprovar	reprovar
chuvarada	cordoada
usufruir	usufrutar
queijadeiro	queijeiro
patenteação	patenteamento
estalajadeiro	hospedeiro
populacional	demográfico
descascado	estonado
escalonamento	escalação
ancestralidade	hereditariedade
crisol	pira
bagagem	experiência
subversivo	subvertedor
cavalgada	cavalgata
aristocrático	patrício
acionar	ativar
esguichar	espadanar
perversão	pústula
verde-gaio	verde-mar
pernouta	pernoute
trançado	entrelaçado
tumultuar	abalar
malventuroso	mofino
falcular	foiciforme
desabelhar	dispersar
indisposição	perturbação
sabatino	sabático
trinado	trino
candência	incandescência
processamento	processo
melenudo	guedelhudo
vendelhão	vendilhão
dissuasor	dissuadidor
molambo	trapo
amorenar-se	tostar-se
forçoso	obrigatório
iniciativa	ousadia
verissimilhança	verossimilhança
epicureu	epicurista
pascal	pascoal
buscado	procurado
democratizador	democratizante
recaída	recaimento
laureado	premiado
encobardar	gelar
permear	transfixar
altíssimo	deus
alinhador	enfeitador
anglizar	inglesar
louvável	meritório
desensinar	deseducar
retraso	retrogradação
desalojamento	despejo
farejo	farisco
resumido	sumário
petroleiro	petrolista
tabeliã	tabelioa
correr	enxotar
amassadura	esmagamento
semeação	semeadura
piscadela	piscamento
genitor	pai
fossar	fuçar
disseminar-se	rever
resignável	renunciável
crispação	franzimento
teimar	tungar
suar	transudar
saporífico	saporífero
idioscópico	idioscópio
dissentimento	divisão
fase	quadra
celeuma	vozearia
malevolência	sevícias
subjugado	vencido
talhão	talho
sombrejar-se	sombrear-se
volutear	caracolear
embuchar	encher
escanhoar	rapar
dentar	dentear
tesura	vaidade
gracejador	piadista
suportavelmente	sofrivelmente
folipa	folipo
mediocrizar-se	pandilhar-se
conversar	praticar
tíade	bacante
descometer	desculpar
claviforme	clavado
clarificar	emundar
grampo	gancho
vincular-se	perpetuar-se
sem-cerimonioso	descerimonioso
espaço	trecho
tasquinha	espadela
ascendente	ascensível
ramilhete	ramo
trasbordante	transbordante
tremedeira	tremura
tuniquete	tunicele
desgordurante	desengordurante
discórdia	divisão
abaré	padre
aninhar	encafurnar
diamântico	diamantino
estilha	estilhaço
inerrância	infalibilidade
anivelar	assentar
remível	resgatável
encravilhar	entalar
candelabro	serpentina
astutamente	ladinamente
indeterminado	vago
tentame	tentativa
pessoalíssimo	personalíssimo
alternativo	alterno
donairosamente	galhardamente
afiliado	filiado
transmitir-se	transmitir
precito	réprobo
convencimento	fatuidade
reslumbrar	transluzir
requisitório	rogatório
doneador	galanteador
bem-apanhado	bem-apessoado
ciscada	pisca
desvirtuamento	distorção
insinuante	insinuativo
apelidar-se	cognominar-se
clivo	quebrada
tainheira	tainheiro
liqüidificar	liquidificar-se
vicejar-se	viçar-se
acanaveadura	cruciação
cilíndrico	cilindroforme
barbaresco	barbarisco
chibante	jactancioso
tisana	xarope
mucumbagem	petrechos
damice	melindre
estragar-se	gastar-se
copular	dormir
chamuscadela	chamuscadura
violência	opressão
achatadela	achatamento
termo	túmulo
fadigar	nausear
extravagante	incrível
entrombar-se	entufar-se
pequeno	pequerrucho
desconjuntar-se	inutilizar-se
pavoroso	tétrico
louceiro	loiceiro
lodaçal	pântano
diferente	variegado
desatino	vareio
desejar	piançar
abatocado	atapulhado
magistralmente	perfeitamente
maranhoso	onzeneiro
fautor	fomentador
acavalamento	sobreposição
estendedouro	varal
ocupador	ocupante
escultórico	escultório
reima	almofeira
cerradal	cerradão
desemperrado	desferrujado
forca	patíbulo
enxercar	charquear
confraternar	fraternizar
disjunção	exarticulação
alcoviteira	fofoqueira
comprobante	comprobatório
aperrar	insistir
encourar-se	encoirar-se
experiência	prática
crer	pressupor
jabá	charque
fistuloso	ulcerado
creme	pasta
sapecar	sovar
herético	heterodoxo
orbe	terra
chamear	flamar
esfregamento	amasso
predestinar	preestabelecer
liquescer-se	liquidificar-se
abrenunciação	renúncia
estraçalhar-se	romper-se
barracar	enrinconar
avulso	desempareceirado
azareiro	azarento
descruzar	desencruzar
fiança	segureza
caloso	catuzado
longânimo	magnânimo
exclamado	gritado
chilreio	trinado
inconseqüente	inconsiderado
manadeiro	matriz
desvalorização	rebaixamento
povoar	cocular
onerar-se	sujeitar-se
pedernal	pedra-de-fogo
bifronte	FALSO
janotear-se	peralvilhar-se
mantido	sustentado
apressar-se	aviar-se
rabularia	rabulice
alarmar-se	espaventar-se
copiado	translato
denominar	tachar
peganhoso	visguento
metrificador	versejador
co-responsabilidade	coobrigação
atinente	pertinente
toada	tono
impunidade	impenitência
lógico	producente
latejante	pulsante
passado	vencido
chuvisco	garoa
sexualizado	sexuado
desponderado	irreflexo
mestre	preletor
tarima	tarimba
juventude	primavera
sensualismo	volúpia
metáfrase	paráfrase
estelográfico	estelegráfico
espargido	vertido
coligido	compilado
afundar	afundir
concretizar	efeituar
rábia	raiva
graciosamente	charmosamente
escavar	esvaziar
bambo	lasso
reencaminhar	reorientar
empanar	obscurecer
usucapir	preponderar
espaçamento	espacejamento
arrecear	tremer-se
acendedor	isqueiro
mistela	mistifório
petição	suplicação
proporcionamento	proporcionação
fatigável	cansável
desruidoso	silencioso
encravar-se	engastar-se
esquerdo	estouvado
terceira	corretora
indisciplinar-se	insubordinar-se
viravoltar	viravoltear
afaimar	esfomear
quatriênio	quadriênio
conclamação	proclamação
estridor	grito
romantizar	sonhar
comendatício	comendatório
desnatado	desenatado
adição	suplemento
rudimentos	princípios
louretano	lauretano
recapear	repavimentar
distensão	entesamento
deperecer-se	deteriorar-se
tocha	brandão
catita	cortesão
escudeiril	escudeirático
ribaldo	velhaco
lavativo	lavático
despejar	transvazar
estribilhar	trilar
diplomatista	diplomático
alpargata	alpercata
polêmica	torneio
consulente	consultador
rengo	rengue
consignante	consignador
soterrâneo	subtérreo
furar-se	esburacar-se
rosado	róseo
atestante	atestador
desnudo	despido
heterossexualidade	heterossexualismo
empetecar	petecar
litocrômico	isócromo
faisqueiro	garimpeiro
canção	cantadela
faixar	enfaixar
bandarra	rúfio
agrumular-se	coagular-se
bissexo	bissexual
expeditamente	prontamente
migalhar	migar
constar	constituir-se
dramaticidade	teatralidade
petecar	empetecar
reempossar-se	restabelecer-se
desavindo	desconcordante
entesar	esticar
aspirância	desejo
secular	temporal
abandidar-se	agatunar-se
descoroçoar-se	resfriar-se
nasalador	nasalizador
tigüera	tiguera
infestante	infestador
desvincilhar-se	desvincular-se
auréola	resplandor
venenoso	vipéreo
xeique	xeque
dúlcido	fagueiro
dissemelhável	dessemelhável
canalizado	encanado
peguenhento	tenaz
baderna	caterva
severamente	rigorosamente
irrepresentatividade	irrepresentabilidade
peregrinação	romaria
bilobulado	bilobado
desultrajar	desforçar
aceitável	receptível
centralizar	centrar
estripar	eviscerar
sambeiro	sambista
gafar	infecionar
proximidade	vizinhança
denodo	desembaraço
diagonal	través
macho	masculino
combo	concamerado
impessoalização	impersonalização
observador	observante
enfeitador	adornador
sepulcrário	necrópole
colérico	sanhudo
inubo	límpido
senzala	embala
desencantado	desilusionado
rodopiar	volutear
robustidão	valorosidade
apanhado	levantado
ramagem	ramaria
assazonado	maturado
mestria	proficiência
intrépido	temerário
dignar-se	querer
trovejante	trovoso
obviar	reagir
trato	uso
torna-viagem	vinda
despelar	raspar
enroscado	colubrino
consecutivo	sucessivo
catre	grabato
impiedosamente	cruelmente
espairecimento	distração
desinfeção	desinfetação
serôdio	ultrapassado
deixa	oportunidade
redondamente	redondo
calosidade	endurecimento
áspero	irregular
acossador	seguidor
alfandegar	alfandegueiro
enchoiriçar-se	espetar-se
suleiro	sulista
apicado	acumeado
foguear	ruborizar
patroar	patronear
ambreado	moscado
pestilente	pestilento
pensabundo	reconcentrado
sublimação	exalçamento
estampilhar	portear
alegoricamente	simbolicamente
desbloquear	desentulhar
inverossímil	implausível
lazarado	morféico
opor	reverificar
despedir-se	retirar-se
avaliatório	estimativo
divinizado	endeusado
instantaneamente	momentaneamente
desconhecido	mal-agradecido
ensopar	molhar
inconcordável	inconciliável
infracitado	inframencionado
tauxiado	marchetado
reunião	serão
rabeca	sanfona
azoeirado	embaraçado
varão	homem
acomodável	aclimável
desemparelhar	desirmanar
gordo	untuoso
anarcisar-se	narcisar-se
iscar	labuzar
avalancha	avalanche
menear	sacolejar
reverdecer	verdecer
protetora	tutora
alicorne	unicórnio
barbiblanco	barbibranco
mandingar	maleficiar
destrinçado	esmiuçado
irreparável	irrecuperável
bambalhão	preguicento
aferar	marfar
desabrolhar	desbrochar
carro-pipa	caminhão-pipa
retrovertido	retroverso
vindicante	vindicador
conceptualista	conceitualista
incomplexo	simples
serralheria	serralharia
indenizar-se	ressarcir-se
sobreterrestre	supraterrâneo
leve	ligeiro
apontador	lingüeta
infrutífero	maninho
pilhado	saqueado
desembrenhar	desentranhar
anediar	deslisar
trajo	veste
descontentar	desprazer
palavreador	palrador
estridoroso	estrídulo
derretido	desfeito
intimidador	intimidativo
apalavrar-se	empenhorar-se
enlevado	inebriado
extravio	sumição
inequívoco	preciso
vertical	perpendicular
desportivo	esportivo
vagareza	traspasso
entronização	exaltação
sensualidade	volúpia
ementar	relembrar
exular-se	isolar-se
desensandecer	desenlouquecer
desagasalho	desamparo
verdacho	verdolengo
magnetização	imantação
cinismo	desfaçatez
capacitação	habilitação
infenso	infesto
colônico	colonial
feitiçaria	macumba
perdoável	venial
agalegado	rude
trecentésimo	tricentésimo
badameco	pequenote
basteireado	basteirado
marceneiro	ensamblador
experiente	matreiro
proferir	publicar
obumbração	obumbramento
rir	vasconcear
carinhoso	doce
evocação	revocação
transformar-se	transmudar-se
visita	visitante
relaxe	relaxidão
aplicante	aplicador
aspergir	desparzir
copilador	compilador
quadro-negro	lousa
impeticar	peguinhar
conjura	invocação
protráctil	protrátil
clareza	transparência
saído	saliente
engorovinhado	espadongado
espanejado	espanado
bispar	surrupiar
coimável	coimeiro
pendor	rampa
paquete	vapor
equilibração	compensação
lurar	perfurar
militância	oposição
geodésico	geodético
ipuera	puera
pisca	pisca-pisca
desembebedar	desembriagar
retardação	retarde
apagar	debotar
espuriedade	inconstitucionalidade
taverneiro	taberneiro
desposado	maridado
babel	pandemônio
balouçoso	baloiçoso
radiotransmissão	transmissão
ressurgido	ressurreto
inspeção	visita
troupe	trupe
cravejar	embutir
prestimoso	serviçal
acipitriano	acipitrino
arredor	circum-adjacente
afagoso	amimador
ecfrático	picante
abainhar	embainhar
descompor-se	desorganizar-se
capear	carambolar
picueta	pilhéria
delação	denúncia
contérmino	fronteiro
enrijecer	revigorar
dessensibilizador	dessensibilizante
pressuposto	pretexto
lilá	lilás
siderurgia	siderotecnia
guindado	rebuscado
evanescente	esvaescente
fenomenal	portentoso
cotanilhoso	cotanoso
aveludado	veludado
velhacaria	vergalhada
cuca	jabiraca
foiçar	segar
civismo	patriotismo
crespo	encapelado
defendível	defensível
filhote	cria
protuberante	saliente
petrificante	petrificativo
fidúcia	insolência
simplíssimo	simplicíssimo
economicamente	parcamente
pipiar	pipitar
bronquear	trautear
esganar	esgoelar
esboçado	delineado
roupa	trajo
desapossado	esbulhado
restauro	restabelecimento
torrado	torrificado
tranco	abalo
adversar	colidir
palração	parolagem
pojar	tumescer
impolido	mal-educado
zonzar	zonzear
cúpido	sequioso
lacrimejamento	lagrimejamento
feculento	feculoso
designado	nomeado
superdivino	supradivino
exercício	treinamento
sobejar	sobrar
suspenso	sustado
pinguelo	disparador
oposição	tope
fuso	torcedor
nauseado	enojado
desmerecimento	desprestígio
cilício	tortura
agradecimento	recompensa
pespontado	pesponteado
eletrizar	esporar
entrajar	envergar
imperito	inexperto
antiesportivo	antidesportivo
tríade	trindade
uranismo	pederastia
barbarizado	descivilizado
circum-adjacente	circunstante
pacóvio	simplório
juba	coma
peralvilhice	tafulice
polimentar	polir
balalão	joão-balão
coro	coral
apanhar	apropriar-se
dentear	recortar
epicureísta	epicureu
curuca	decaído
ciência	sabedoria
infamar	macular
gigantez	monumentalidade
capangada	jagunçaria
samambaial	sambambaial
acreditável	crível
insultante	insultador
bem-conceituado	conceituado
justar	pactuar
contraditar	opugnar
dobagem	enovelamento
correto	probo
imperialidade	soberania
entourage	roda
servido	provido
pentear	toucar
masculinidade	virilidade
apropinguado	avizinhado
desamparo	solidão
tlintar	trincolejar
prontificar	trancar
morigerado	morígero
endez	indez
atafulhar	atapulhar
escarnecimento	zombaria
cupular	cupuliforme
agigantar	ampliar
confessado	confesso
indefeso	inerme
rosnar	regougar
afastar	retirar
demonetizar	envilecer
quitar	zerar
alverca	lodeira
distância	intervalo
casarão	casaréu
esteliforme	estrelado
ufanar-se	vangloriar-se
plausível	provável
catassol	furta-cor
mainça	mancheia
grampador	grampeador
aberratório	anormal
amedrontante	fero
detruncado	truncado
